Staff	2016-08-06T02:44:55Z	Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR
Staff	2016-08-05T22:42:08Z	Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm
Staff	2016-08-05T20:03:29Z	#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6
Staff	2016-08-05T13:08:35Z	Hillary Clinton has bad judgment and is unfit to serve as President. https://t.co/3EzG620fpT
Trump	2016-08-05T10:39:27Z	The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!
Staff	2016-08-05T02:19:22Z	President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P
Staff	2016-08-05T02:19:08Z	Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!
Staff	2016-08-05T02:18:18Z	President Obama should ask the DNC about how they rigged the election against Bernie.
Staff	2016-08-05T02:16:20Z	See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin!  3pm- https://t.co/3Hcnzj0Slx 7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo
Staff	2016-08-04T22:42:13Z	Thank you Portland, Maine!  #MakeAmericaGreatAgain  https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw
Staff	2016-08-04T19:23:41Z	Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R
Staff	2016-08-04T19:16:00Z	Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca
Staff	2016-08-04T15:17:01Z	Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA https://t.co/3Hcnzj0Slx https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB
Staff	2016-08-04T02:27:52Z	Thank you Jacksonville, Florida! #MakeAmericaGreatAgain  https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs
Staff	2016-08-03T22:10:11Z	Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc
Staff	2016-08-03T21:57:07Z	THANK YOU Daytona Beach, Florida! #MakeAmericaGreatAgain https://t.co/IAcLfXe463
Trump	2016-08-03T10:23:27Z	Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!
Trump	2016-08-03T09:14:40Z	There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!
Trump	2016-08-03T02:51:00Z	Great day in Virginia. Crowd was fantastic!
Staff	2016-08-02T21:52:32Z	My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy
Trump	2016-08-02T19:07:25Z	President Obama will go down as perhaps the worst president in the history of the United States!
Staff	2016-08-02T18:27:51Z	#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs
Staff	2016-08-02T18:13:10Z	#CrookedHillary https://t.co/xe0I0EmxMa
Staff	2016-08-02T18:00:06Z	Join me in Florida tomorrow!  #MakeAmericaGreatAgain   Daytona | 3pm-  https://t.co/jbOS2s4qGI  Jacksonville | 7pm-  https://t.co/XSF1kp7R54
Staff	2016-08-02T17:47:19Z	STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7
Staff	2016-08-02T10:24:03Z	The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD
Staff	2016-08-02T02:22:42Z	Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb
Staff	2016-08-02T01:58:48Z	Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9
Staff	2016-08-02T01:33:45Z	Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!
Staff	2016-08-01T23:02:59Z	Join me in Florida on Wednesday! Daytona &amp; Jacksonville:  Daytona | 3pm- https://t.co/rJjYUbwiLL Jacksonville | 7pm- https://t.co/zfxeNbr1nq
Staff	2016-08-01T22:54:27Z	During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD
Staff	2016-08-01T22:52:39Z	When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?
Staff	2016-08-01T22:46:28Z	Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz
Staff	2016-08-01T21:42:57Z	Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z
Staff	2016-08-01T20:42:50Z	Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r
Staff	2016-08-01T20:40:27Z	Thank you Oklahoma &amp; Virginia!  #MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV
Staff	2016-08-01T18:47:54Z	People believe CNN these days almost as little as they believe Hillary....that's really saying something!
Staff	2016-08-01T18:46:58Z	The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.
Staff	2016-08-01T18:44:04Z	When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?
Staff	2016-08-01T18:43:25Z	CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.
Staff	2016-08-01T14:48:22Z	#CrookedHillary  https://t.co/oHI6xrDJU0
Trump	2016-08-01T13:03:02Z	So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!
Trump	2016-08-01T12:50:32Z	"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!"
Trump	2016-08-01T11:27:43Z	This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!
Trump	2016-08-01T11:10:51Z	Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!
Trump	2016-08-01T00:57:15Z	Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!
Trump	2016-07-31T20:31:06Z	"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope."""
Trump	2016-07-31T20:09:00Z	The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?
Trump	2016-07-31T13:32:55Z	I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!
Trump	2016-07-31T03:32:40Z	Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!
Trump	2016-07-30T23:00:07Z	Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.
Trump	2016-07-30T22:28:22Z	Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews
Staff	2016-07-30T22:24:40Z	NATO commander agrees members should pay up via @dcexaminer: https://t.co/VZLDFy707K
Trump	2016-07-30T22:18:58Z	Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!
Trump	2016-07-30T22:12:36Z	"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"
Trump	2016-07-30T22:04:14Z	Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP
Staff	2016-07-30T21:55:48Z	#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql
Trump	2016-07-30T21:51:25Z	Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?
Trump	2016-07-30T19:55:26Z	"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings"
Staff	2016-07-30T18:34:54Z	#CrookedHillary https://t.co/xyoPFJmByp
Staff	2016-07-30T18:07:07Z	Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!
Staff	2016-07-30T18:06:17Z	Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.
Trump	2016-07-30T16:29:17Z	Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!
Staff	2016-07-30T14:05:54Z	Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA  3pm in OH: https://t.co/DDg0AUsqRq  7pm in PA: https://t.co/VmSLBvL43l
Staff	2016-07-30T13:35:20Z	American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp
Staff	2016-07-30T12:57:48Z	We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.
Staff	2016-07-30T00:34:52Z	Thank you to the amazing law enforcement officers in Colorado! #MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN
Staff	2016-07-29T22:25:29Z	Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey
Staff	2016-07-29T20:04:03Z	"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ"
Staff	2016-07-29T18:10:58Z	Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!  Colorado Springs: https://t.co/HgFW7IRtz9  Denver: https://t.co/aE5P9jNcFC
Staff	2016-07-29T17:53:47Z	What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep
Trump	2016-07-29T17:43:52Z	I am watching Crooked Hillary speak. Same old stuff, our country needs change!
Trump	2016-07-29T17:03:56Z	Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!
Staff	2016-07-29T16:59:58Z	In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW
Trump	2016-07-29T16:56:30Z	The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!
Trump	2016-07-29T14:14:25Z	"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!"
Trump	2016-07-29T14:06:38Z	If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary
Trump	2016-07-29T13:59:42Z	"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
Trump	2016-07-29T13:53:31Z	General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary
Trump	2016-07-29T13:44:54Z	Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!
Staff	2016-07-29T13:27:24Z	Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU
Trump	2016-07-29T13:16:22Z	"""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing"""""
Staff	2016-07-29T13:13:16Z	CAMPAIGN STATEMENT:  https://t.co/RNW3ED2ifR
Trump	2016-07-29T13:13:07Z	Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!
Trump	2016-07-29T12:51:13Z	"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
Trump	2016-07-29T12:40:10Z	The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!
Staff	2016-07-29T03:59:04Z	No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.
Staff	2016-07-29T03:52:46Z	Hillary will never reform Wall Street. She is owned by Wall Street!
Staff	2016-07-29T03:50:59Z	Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.
Staff	2016-07-29T03:47:56Z	Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.
Staff	2016-07-29T02:26:27Z	Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta
Staff	2016-07-28T23:13:55Z	#CrookedHillary https://t.co/JeXFnO6e3s
Staff	2016-07-28T21:38:12Z	"""Dems warn not to underestimate Trump's potential win"" https://t.co/X3xHtjhHpB"
Staff	2016-07-28T21:08:32Z	Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic
Staff	2016-07-28T20:56:09Z	Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
Staff	2016-07-28T20:31:59Z	A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.
Staff	2016-07-28T20:30:18Z	AMERICA'S FUTURE https://t.co/xymiA0Az7x
Trump	2016-07-28T04:00:23Z	"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
Trump	2016-07-28T03:56:47Z	"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
Staff	2016-07-28T02:42:13Z	Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.
Staff	2016-07-28T02:39:07Z	Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!
Staff	2016-07-28T00:01:31Z	Join me live in Toledo, Ohio! #MakeAmericaGreatAgain https://t.co/ruEvMGx4C9
Staff	2016-07-27T22:01:40Z	#CrookedHillary https://t.co/lwi9gqDEHE
Staff	2016-07-27T21:58:43Z	Thank you Pennsylvania! #MakeAmericaGreatAgain  https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw
Staff	2016-07-27T19:15:42Z	Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw
Staff	2016-07-27T18:23:14Z	"""Trump right: Illegal families crossing border set to double, 51,152 so far"" https://t.co/1noCe9W6Ru"
Staff	2016-07-27T17:16:56Z	Great new poll - thank you! #MakeAmericaGreatAgain https://t.co/mXovx0TLPC
Staff	2016-07-27T16:16:02Z	If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!
Staff	2016-07-27T16:03:07Z	Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!  MI: https://t.co/daR2xIhCEs WI: https://t.co/LKc7e4VZkB
Trump	2016-07-27T13:01:03Z	Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic
Trump	2016-07-27T12:57:20Z	"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
Trump	2016-07-27T10:08:35Z	Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
Trump	2016-07-27T10:01:39Z	Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!
Trump	2016-07-27T09:50:55Z	The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!
Trump	2016-07-27T09:43:16Z	"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
Trump	2016-07-27T09:33:52Z	As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.
Staff	2016-07-27T03:01:04Z	Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP.  https://t.co/eoNTWK6I8y
Trump	2016-07-27T02:08:50Z	I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!
Trump	2016-07-27T02:02:24Z	No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!
Trump	2016-07-27T01:51:45Z	You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly
Trump	2016-07-26T22:50:12Z	For the record, I have ZERO investments in Russia.
Trump	2016-07-26T22:47:28Z	In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!
Staff	2016-07-26T20:07:18Z	#CrookedHillary  https://t.co/mSZYKnWswQ
Staff	2016-07-26T19:48:08Z	Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here.
Staff	2016-07-26T19:27:43Z	The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!
Staff	2016-07-26T18:20:48Z	Thank you New Hampshire!  #MakeAmericaGreatAgain https://t.co/KRCdV77BQp
Staff	2016-07-26T17:53:40Z	Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA Tickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF
Staff	2016-07-26T17:43:45Z	Join us tomorrow in Scranton, Pennsylvania at 3pm! #TrumpPence16 #MAGA  Tickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp
Trump	2016-07-26T12:38:27Z	Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great
Trump	2016-07-26T12:34:19Z	Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference
Trump	2016-07-26T03:19:38Z	Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.
Trump	2016-07-26T03:12:57Z	Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!
Staff	2016-07-26T03:04:56Z	Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.
Trump	2016-07-25T21:57:14Z	I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!
Trump	2016-07-25T21:45:54Z	Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!
Staff	2016-07-25T21:33:49Z	While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.
Staff	2016-07-25T21:32:59Z	Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War.
Staff	2016-07-25T21:25:50Z	Thank you OHIO! #TrumpPence16 https://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm
Staff	2016-07-25T21:24:28Z	Thank you Roanoke, Virginia- be back soon! #TrumpPence16 https://t.co/rwxXhfFsn1 https://t.co/HwqI2iGPDu
Staff	2016-07-25T18:57:06Z	MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v
Staff	2016-07-25T16:46:33Z	#MakeAmericaGreatAgain  https://t.co/EXsoUOsEP4 https://t.co/3ji7a14GSw
Trump	2016-07-25T14:01:25Z	The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!
Trump	2016-07-25T13:42:55Z	Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!
Trump	2016-07-24T22:16:59Z	The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive &amp; well!
Trump	2016-07-24T22:07:49Z	Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!
Trump	2016-07-24T20:45:31Z	The @CNN panels are so one sided, almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!
Trump	2016-07-24T20:30:06Z	I always said that Debbie Wasserman Schultz was overrated. The Dems Convention is cracking up and Bernie is exhausted, no energy left!
Trump	2016-07-24T13:30:59Z	Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!
Trump	2016-07-24T13:27:56Z	"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figure,wants it all to end!"
Trump	2016-07-24T12:30:15Z	An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.
Trump	2016-07-24T12:15:51Z	Looks like the Bernie people will fight. If not, their BLOOD, SWEAT AND TEARS was a total waste of time. Kaine stands for opposite!
Trump	2016-07-24T11:56:43Z	Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!
Trump	2016-07-24T11:25:06Z	Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT
Trump	2016-07-24T11:16:15Z	The Crooked Hillary V.P. choice is VERY disrespectful to Bernie Sanders and all of his supporters. Just another case of BAD JUDGEMENT by H!
Staff	2016-07-24T00:38:47Z	#MakeAmericaGreatAgain #TrumpPence16 https://t.co/gCzHX1nyxD
Trump	2016-07-23T22:13:39Z	"""@NancyNielsenn: @realDonaldTrump Dinesh D'Sousa Hillary's America. see it"""
Trump	2016-07-23T22:11:11Z	"""@OliMauritania: @realDonaldTrump Kaine supported the stupidest deal in the history of deals https://t.co/0FFeKTsuJn #HillaryKaine2016"""
Trump	2016-07-23T22:05:55Z	Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!
Staff	2016-07-23T21:20:58Z	The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!
Trump	2016-07-23T20:43:33Z	Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!
Trump	2016-07-23T16:06:15Z	I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!
Trump	2016-07-23T15:36:41Z	Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!
Trump	2016-07-23T15:01:48Z	Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!
Trump	2016-07-23T14:51:32Z	Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.
Trump	2016-07-23T10:55:20Z	Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED
Trump	2016-07-23T10:42:10Z	Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!
Trump	2016-07-23T10:35:37Z	Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!
Trump	2016-07-23T10:31:18Z	The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?
Trump	2016-07-23T03:56:38Z	"""@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain"""
Trump	2016-07-23T03:49:04Z	I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.
Trump	2016-07-23T03:23:15Z	Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?
Trump	2016-07-22T13:13:02Z	Thank you Cleveland. We love you and will be back many times!
Trump	2016-07-22T13:07:51Z	What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!
Staff	2016-07-22T05:11:10Z	MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE https://t.co/KH2ZFHUHGP
Staff	2016-07-22T04:01:07Z	FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16 https://t.co/E6ZtVjSQZa
Staff	2016-07-21T19:56:45Z	This is a MOVEMENT! #RNCinCLE https://t.co/bdox6JcrAp
Staff	2016-07-21T17:00:24Z	Thank you @DonaldJTrumpJr. Proud of you! #RNCinCLE #TrumpPence2016 https://t.co/gobSNWughP
Trump	2016-07-21T14:49:19Z	Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!
Trump	2016-07-21T14:12:45Z	Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!
Trump	2016-07-21T12:37:53Z	I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!
Staff	2016-07-21T04:00:25Z	MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD
Trump	2016-07-21T03:56:28Z	Arena was packed, totally electric!
Trump	2016-07-21T03:53:28Z	.@mike_pence was fantastic tonight. Will be a great V.P.
Staff	2016-07-21T03:49:38Z	Our next Vice President of the United States of America, Gov. @Mike_Pence! #GOPinCLE #GOPConvention #AmericaFirst https://t.co/TZT3XcKp1c
Trump	2016-07-21T03:45:48Z	Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!
Staff	2016-07-21T02:35:23Z	Great job @EricTrump! Proud of you!  #AmericaFirst #RNCinCLE https://t.co/EE7C6XKDkt https://t.co/946U6bgREQ
Trump	2016-07-21T01:24:26Z	Thank you to Governor @ScottWalker for such warm support. Great speech!
Staff	2016-07-20T23:49:18Z	Watching the #GOPConvention #AmericaFirst #RNCinCLE
Trump	2016-07-20T18:48:11Z	John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!
Staff	2016-07-20T17:02:19Z	STATEMENT ON MELANIA SPEECH https://t.co/uzBOm21Pug
